FL_DATE,AIRLINE,DEST_CITY,DEP_TIME,TAXI_OUT,TAXI_IN,ARR_TIME,ARR_DELAY,CANCELLATION_CODE,ELAPSED_TIME,AIR_TIME,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_LATE_AIRCRAFT
17-08-2022,American Airlines Inc.,"Charlotte, NC",2029,21,6,2209,-7,,100,73,,,
15-02-2019,Endeavor Air Inc.,"Raleigh/Durham, NC",633,11,4,814,-14,,101,86,,,
19-05-2019,PSA Airlines Inc.,"Charlotte, NC",611,12,9,756,-6,,105,84,,,
27-09-2021,Southwest Airlines Co.,"Chicago, IL",1714,8,3,2224,-6,,190,179,,,
24-12-2022,Delta Air Lines Inc.,"Tallahassee, FL",1512,11,4,1605,-13,,53,38,,,
17-12-2020,American Airlines Inc.,"New York, NY",1046,20,9,1453,-22,,187,158,,,
25-05-2023,SkyWest Airlines Inc.,"Chicago, IL",550,11,16,701,-11,,71,44,,,
3/7/2020,American Airlines Inc.,"Boston, MA",1026,13,8,1507,-13,,221,200,,,
2/11/2021,Delta Air Lines Inc.,"San Diego, CA",1531,17,3,1656,-6,,265,245,,,
9/3/2023,American Airlines Inc.,"Austin, TX",1916,13,5,2122,28,,186,168,24,0,4
6/3/2023,Delta Air Lines Inc.,"Atlanta, GA",552,14,10,740,-22,,108,84,,,
19-06-2023,Southwest Airlines Co.,"Nashville, TN",632,13,5,1222,-13,,230,212,,,
14-11-2021,PSA Airlines Inc.,"Charlotte, NC",1515,14,8,1620,21,,65,43,1,0,20
22-10-2022,Southwest Airlines Co.,"Sacramento, CA",1903,9,4,2022,22,,79,66,7,0,15
29-01-2019,JetBlue Airways,"San Juan, PR",932,19,5,1316,-9,,164,140,,,
24-04-2022,United Air Lines Inc.,"San Francisco, CA",557,10,5,815,-18,,318,303,,,
24-11-2021,United Air Lines Inc.,"Omaha, NE",1543,15,3,1712,-8,,89,71,,,
22-04-2023,Southwest Airlines Co.,"Denver, CO",1237,13,7,1314,-6,,97,77,,,
5/6/2022,Spirit Air Lines,"New Orleans, LA",1631,12,5,1832,-9,,121,104,,,
21-02-2022,Southwest Airlines Co.,"Tampa, FL",1258,10,5,1523,-22,,145,130,,,
1/2/2019,Endeavor Air Inc.,"Cincinnati, OH",1929,14,4,2232,-15,,123,105,,,
27-07-2019,Southwest Airlines Co.,"Phoenix, AZ",1713,7,6,1825,-20,,252,239,,,
31-07-2019,Southwest Airlines Co.,"Baltimore, MD",2249,8,4,48,18,,119,107,0,0,18
26-04-2021,SkyWest Airlines Inc.,"Cincinnati, OH",1239,15,7,1443,-22,,64,42,,,
14-09-2020,Envoy Air,"Portland, ME",1818,38,3,2154,3,,156,115,,,
11/9/2022,American Airlines Inc.,"Savannah, GA",1238,10,5,1331,-10,,53,38,,,
28-02-2020,Delta Air Lines Inc.,"New Orleans, LA",723,13,4,750,-10,,87,70,,,
24-05-2022,Southwest Airlines Co.,"Chicago, IL",546,9,31,733,8,,167,127,,,
17-01-2023,JetBlue Airways,"Richmond, VA",1404,16,6,1553,1,,109,87,,,
5/11/2022,Spirit Air Lines,"New York, NY",1211,14,3,1459,0,,168,151,,,
13-08-2020,SkyWest Airlines Inc.,"San Diego, CA",819,8,2,923,-10,,64,54,,,
21-11-2021,American Airlines Inc.,"Los Angeles, CA",,,,,,A,,,,,
24-12-2019,American Airlines Inc.,"New York, NY",1747,10,4,1922,-19,,95,81,,,
14-10-2021,Alaska Airlines Inc.,"Cordova, AK",1218,17,4,1314,9,,56,35,,,
17-10-2020,Southwest Airlines Co.,"Atlanta, GA",718,8,10,839,-16,,81,63,,,
9/5/2023,American Airlines Inc.,"Miami, FL",1852,16,47,2034,114,,102,39,3,0,79
21-09-2020,Delta Air Lines Inc.,"Detroit, MI",930,12,8,1106,-32,,96,76,,,
13-07-2022,Southwest Airlines Co.,"Oakland, CA",1205,11,6,1312,-8,,67,50,,,
21-09-2021,American Airlines Inc.,"Fort Lauderdale, FL",2056,16,3,2247,-11,,111,92,,,
28-03-2020,American Airlines Inc.,"Houston, TX",,,,,,D,,,,,
17-12-2021,Allegiant Air,"Missoula, MT",1912,15,7,2234,54,,142,120,2,0,50
27-02-2023,American Airlines Inc.,"Dallas/Fort Worth, TX",1801,12,18,1923,-13,,142,112,,,
13-11-2019,United Air Lines Inc.,"Los Angeles, CA",1248,31,14,1427,1,,99,54,,,
13-07-2020,Endeavor Air Inc.,"Mobile, AL",1534,10,4,1540,-11,,66,52,,,
30-09-2019,American Airlines Inc.,"Charlotte, NC",1212,17,7,1941,21,,269,245,0,0,21
7/4/2022,United Air Lines Inc.,"Boston, MA",1157,16,7,1256,-9,,59,36,,,
29-03-2021,United Air Lines Inc.,"Fort Lauderdale, FL",1827,20,4,7,23,,220,196,3,0,20
4/3/2023,Delta Air Lines Inc.,"Atlanta, GA",917,13,6,1202,39,,165,146,0,39,0
12/4/2021,Delta Air Lines Inc.,"New York, NY",1746,9,32,1909,24,,83,42,24,0,0
17-01-2020,SkyWest Airlines Inc.,"Boise, ID",1440,24,2,1719,14,,99,73,,,
29-11-2019,Mesa Airlines Inc.,"Oklahoma City, OK",1814,30,3,1957,17,,103,70,17,0,0
5/8/2022,Delta Air Lines Inc.,"Atlanta, GA",657,10,5,736,-9,,39,24,,,
28-11-2020,Delta Air Lines Inc.,"Sarasota/Bradenton, FL",1943,10,4,2059,-11,,76,62,,,
21-10-2019,Southwest Airlines Co.,"Las Vegas, NV",1234,13,13,1348,-2,,74,48,,,
28-04-2022,Envoy Air,"Chicago, IL",1629,12,10,1730,-4,,61,39,,,
18-10-2021,Mesa Airlines Inc.,"Norfolk, VA",1209,13,3,1601,6,,172,156,,,
29-09-2019,Southwest Airlines Co.,"Boston, MA",1930,10,7,2255,-10,,145,128,,,
4/11/2022,Delta Air Lines Inc.,"Seattle, WA",1011,12,8,1218,-17,,127,107,,,
21-03-2019,SkyWest Airlines Inc.,"Santa Rosa, CA",2137,20,5,2307,32,,90,65,0,0,32
24-03-2021,United Air Lines Inc.,"Washington, DC",1433,13,5,1642,10,,129,111,,,
18-03-2023,American Airlines Inc.,"Tampa, FL",1155,54,13,1511,49,,196,129,0,0,0
3/12/2019,Southwest Airlines Co.,"Los Angeles, CA",1351,11,10,1511,1,,80,59,,,
8/8/2022,Spirit Air Lines,"Atlanta, GA",1434,22,7,2147,7,,253,224,,,
21-02-2022,Delta Air Lines Inc.,"Birmingham, AL",2259,14,7,2250,-1,,51,30,,,
8/4/2022,Envoy Air,"Wichita Falls, TX",846,21,9,944,-3,,58,28,,,
1/3/2022,Endeavor Air Inc.,"Mobile, AL",935,11,4,944,-15,,69,54,,,
17-05-2021,Southwest Airlines Co.,"Las Vegas, NV",557,7,5,705,-15,,68,56,,,
8/2/2020,SkyWest Airlines Inc.,"Minneapolis, MN",1042,22,2,1144,-23,,62,38,,,
28-07-2022,Southwest Airlines Co.,"Oklahoma City, OK",1616,15,4,1752,22,,96,77,6,0,0
28-04-2021,Mesa Airlines Inc.,"Houston, TX",625,15,8,849,6,,144,121,,,
11/10/2020,American Airlines Inc.,"Charlotte, NC",1721,10,6,1921,-3,,120,104,,,
26-03-2022,JetBlue Airways,"Newark, NJ",1957,16,4,2130,52,,93,73,7,0,45
27-06-2023,Republic Airline,"Nashville, TN",1519,15,10,1559,-4,,100,75,,,
26-07-2020,Republic Airline,"Philadelphia, PA",808,11,5,925,-24,,77,61,,,
23-07-2021,United Air Lines Inc.,"Houston, TX",1344,16,6,1901,8,,197,175,,,
8/10/2020,SkyWest Airlines Inc.,"Omaha, NE",1949,26,5,2126,-9,,97,66,,,
1/3/2021,Delta Air Lines Inc.,"New York, NY",847,11,6,1648,-12,,301,284,,,
21-05-2022,American Airlines Inc.,"Phoenix, AZ",2240,9,3,719,-6,,339,327,,,
6/4/2019,Delta Air Lines Inc.,"Key West, FL",1457,14,3,1640,-12,,103,86,,,
2/6/2022,Southwest Airlines Co.,"Fort Lauderdale, FL",1818,12,3,2042,47,,144,129,0,0,47
26-08-2022,Southwest Airlines Co.,"Dallas, TX",820,24,3,925,0,,125,98,,,
1/4/2021,SkyWest Airlines Inc.,"Portland, OR",843,18,5,1058,-15,,135,112,,,
3/2/2022,SkyWest Airlines Inc.,"Denver, CO",1151,9,10,1200,-28,,69,50,,,
4/4/2019,Delta Air Lines Inc.,"Philadelphia, PA",917,9,2,1057,-9,,100,89,,,
19-04-2022,Endeavor Air Inc.,"Burlington, VT",2207,24,5,2323,-9,,76,47,,,
18-01-2019,Delta Air Lines Inc.,"West Palm Beach/Palm Beach, FL",1401,12,4,1534,-4,,93,77,,,
6/5/2022,Allegiant Air,"Cincinnati, OH",1726,16,7,2019,34,,113,90,26,0,3
19-03-2021,SkyWest Airlines Inc.,"Chicago, IL",1650,12,9,1734,-5,,104,83,,,
24-06-2021,United Air Lines Inc.,"San Francisco, CA",1606,43,3,1748,35,,102,56,0,0,6
11/1/2023,Hawaiian Airlines Inc.,"Kahului, HI",854,10,18,1306,46,,372,344,32,14,0
4/12/2022,Southwest Airlines Co.,"New York, NY",1044,7,4,1342,-13,,118,107,,,
5/10/2021,Delta Air Lines Inc.,"Indianapolis, IN",1909,8,5,2034,104,,85,72,0,104,0
29-10-2021,American Airlines Inc.,"Miami, FL",2142,24,12,2257,28,,75,39,0,0,22
27-12-2019,Alaska Airlines Inc.,"New Orleans, LA",1722,15,3,2349,-10,,267,249,,,
9/6/2022,JetBlue Airways,"Miami, FL",,,,,,A,,,,,
31-12-2020,JetBlue Airways,"Boston, MA",1300,8,4,1504,-21,,124,112,,,
3/8/2019,SkyWest Airlines Inc.,"Albany, NY",1005,14,5,1127,-17,,82,63,,,
30-04-2022,JetBlue Airways,"Boston, MA",554,14,6,848,-9,,174,154,,,
15-12-2021,American Airlines Inc.,"Charlotte, NC",1712,15,9,1853,-26,,101,77,,,
4/4/2022,Southwest Airlines Co.,"San Francisco, CA",2250,14,3,18,23,,88,71,18,0,2
1/3/2020,Southwest Airlines Co.,"Oakland, CA",1611,16,5,1800,-15,,109,88,,,
8/11/2022,Southwest Airlines Co.,"Orlando, FL",1506,6,8,1822,-8,,136,122,,,
12/9/2019,Southwest Airlines Co.,"Dallas, TX",1833,11,3,2321,1,,168,154,,,
2/2/2020,Frontier Airlines Inc.,"Las Vegas, NV",550,28,8,744,0,,294,258,,,
22-04-2019,SkyWest Airlines Inc.,"San Francisco, CA",601,5,2,649,-11,,48,41,,,
19-05-2023,United Air Lines Inc.,"Denver, CO",1609,11,14,1929,-11,,140,115,,,
26-10-2020,Delta Air Lines Inc.,"Atlanta, GA",1242,12,7,1603,-7,,141,122,,,
29-10-2020,Southwest Airlines Co.,"Oakland, CA",841,8,6,947,-13,,66,52,,,
23-12-2022,Horizon Air,"Fairbanks, AK",620,15,2,728,19,,68,51,0,19,0
10/7/2021,American Airlines Inc.,"Dallas/Fort Worth, TX",2357,11,7,519,-23,,202,184,,,
2/4/2020,Mesa Airlines Inc.,"Charlotte, NC",,,,,,D,,,,,
13-09-2022,JetBlue Airways,"Pittsburgh, PA",913,18,4,1106,8,,113,91,,,
3/10/2019,ExpressJet Airlines LLC d/b/a aha!,"Newark, NJ",1742,131,12,2049,88,,187,44,0,0,0
10/10/2021,SkyWest Airlines Inc.,"Detroit, MI",1510,17,9,1721,39,,71,45,0,39,0
17-02-2019,Southwest Airlines Co.,"San Diego, CA",611,16,2,730,-15,,79,61,,,
17-12-2021,Envoy Air,"Abilene, TX",1648,18,4,1743,-7,,55,33,,,
19-12-2022,JetBlue Airways,"Dallas/Fort Worth, TX",1101,18,10,1435,26,,274,246,22,0,4
18-12-2021,Republic Airline,"New York, NY",1209,13,11,1323,4,,74,50,,,
23-09-2019,Southwest Airlines Co.,"St. Louis, MO",818,20,4,946,-4,,148,124,,,
14-09-2020,Southwest Airlines Co.,"Nashville, TN",1750,14,4,2258,-7,,188,170,,,
10/5/2021,SkyWest Airlines Inc.,"Denver, CO",1633,29,14,1752,3,,139,96,,,
19-01-2023,Spirit Air Lines,"Las Vegas, NV",559,58,7,759,19,,240,175,0,0,0
26-02-2023,SkyWest Airlines Inc.,"Dallas/Fort Worth, TX",603,20,12,721,-6,,78,46,,,
20-03-2022,Southwest Airlines Co.,"Denver, CO",1716,7,24,1849,4,,153,122,,,
27-06-2023,American Airlines Inc.,"Miami, FL",29,17,15,856,23,,327,295,23,0,0
2/4/2022,Delta Air Lines Inc.,"Minneapolis, MN",626,10,4,1145,-18,,199,185,,,
9/12/2020,United Air Lines Inc.,"San Francisco, CA",1845,30,11,2117,7,,272,231,,,
4/7/2023,Delta Air Lines Inc.,"Salt Lake City, UT",802,13,6,946,-19,,164,145,,,
29-12-2022,United Air Lines Inc.,"Newark, NJ",2015,49,9,109,63,,234,176,22,0,13
6/6/2022,United Air Lines Inc.,"Seattle, WA",911,19,7,1112,-8,,121,95,,,
4/10/2022,American Airlines Inc.,"Charlotte, NC",554,9,9,739,-16,,105,87,,,
7/7/2019,Southwest Airlines Co.,"Los Angeles, CA",1759,17,5,1935,-10,,276,254,,,
4/11/2022,Delta Air Lines Inc.,"Raleigh/Durham, NC",959,11,7,1143,-7,,104,86,,,
19-06-2022,United Air Lines Inc.,"Las Vegas, NV",2136,21,7,2346,-23,,310,282,,,
26-08-2023,Southwest Airlines Co.,"St. Louis, MO",1543,11,4,1713,-27,,150,135,,,
5/12/2019,Delta Air Lines Inc.,"Salt Lake City, UT",808,14,8,1017,-13,,249,227,,,
31-07-2019,Delta Air Lines Inc.,"Baltimore, MD",901,18,5,1233,-1,,152,129,,,
14-06-2019,Southwest Airlines Co.,"Kahului, HI",1007,14,4,1047,-13,,40,22,,,
23-01-2020,SkyWest Airlines Inc.,"Salt Lake City, UT",1007,16,7,1304,-1,,117,94,,,
19-07-2021,SkyWest Airlines Inc.,"Denver, CO",617,6,9,623,-28,,66,51,,,
15-11-2021,SkyWest Airlines Inc.,"Sacramento, CA",1331,14,6,1507,-9,,96,76,,,
12/6/2022,SkyWest Airlines Inc.,"Washington, DC",1607,22,10,1738,-3,,91,59,,,
7/7/2020,Delta Air Lines Inc.,"Atlanta, GA",1305,20,12,2033,-11,,268,236,,,
21-02-2020,Delta Air Lines Inc.,"Los Angeles, CA",1741,17,10,1945,-10,,304,277,,,
11/3/2020,JetBlue Airways,"Charlotte Amalie, VI",908,13,4,940,-20,,32,15,,,
3/7/2020,Southwest Airlines Co.,"Orlando, FL",1054,20,6,1156,-29,,62,36,,,
4/9/2019,Delta Air Lines Inc.,"Indianapolis, IN",1743,8,4,1857,-18,,74,62,,,
30-01-2019,United Air Lines Inc.,"Los Angeles, CA",1239,12,8,1352,-26,,133,113,,,
14-04-2020,SkyWest Airlines Inc.,"Seattle, WA",1655,11,4,1758,-5,,63,48,,,
23-12-2020,Southwest Airlines Co.,"Atlanta, GA",705,9,4,942,-18,,97,84,,,
13-08-2023,Spirit Air Lines,"Newark, NJ",1004,16,6,1427,84,,203,181,36,0,0
25-06-2019,Delta Air Lines Inc.,"Chicago, IL",1700,16,12,2104,-12,,184,156,,,
27-12-2020,SkyWest Airlines Inc.,"Hayden, CO",1358,37,1,1512,-1,,74,36,,,
17-03-2020,Endeavor Air Inc.,"Mobile, AL",1833,15,4,1844,13,,71,52,,,
28-06-2019,American Airlines Inc.,"New York, NY",1717,26,5,2110,71,,233,202,0,23,0
5/1/2023,Alaska Airlines Inc.,"Burbank, CA",922,26,6,1201,141,,159,127,137,0,0
5/12/2022,Southwest Airlines Co.,"Nashville, TN",535,12,5,648,-27,,73,56,,,
25-05-2023,Spirit Air Lines,"Newark, NJ",2052,33,10,2350,-1,,178,135,,,
15-02-2022,United Air Lines Inc.,"New Orleans, LA",1025,21,5,1239,-19,,194,168,,,
27-02-2020,United Air Lines Inc.,"Miami, FL",821,15,7,1111,-8,,170,148,,,
20-03-2022,JetBlue Airways,"New York, NY",1150,13,33,1450,21,,180,134,14,0,0
29-10-2022,Southwest Airlines Co.,"Oklahoma City, OK",827,12,3,932,-13,,125,110,,,
2/7/2019,Mesa Airlines Inc.,"Dallas/Fort Worth, TX",738,16,12,950,11,,132,104,,,
8/12/2019,Republic Airline,"Chicago, IL",1105,11,5,1117,-4,,72,56,,,
13-02-2023,American Airlines Inc.,"Miami, FL",2035,12,9,2216,-28,,161,140,,,
21-06-2023,Alaska Airlines Inc.,"Seattle, WA",244,15,4,657,-18,,193,174,,,
18-05-2023,Delta Air Lines Inc.,"Boston, MA",1036,18,7,1352,-1,,196,171,,,
1/8/2019,Southwest Airlines Co.,"Houston, TX",2124,16,5,2226,16,,62,41,3,0,13
13-01-2023,Southwest Airlines Co.,"Las Vegas, NV",821,9,4,919,-16,,178,165,,,
5/3/2019,Delta Air Lines Inc.,"New York, NY",801,15,12,1037,-13,,156,129,,,
31-08-2022,United Air Lines Inc.,"Houston, TX",718,17,6,838,-12,,140,117,,,
4/9/2022,Allegiant Air,"Cedar Rapids/Iowa City, IA",1550,9,5,2050,0,,180,166,,,
13-09-2022,Southwest Airlines Co.,"Bozeman, MT",2011,20,5,2152,17,,101,76,0,0,17
11/3/2022,Southwest Airlines Co.,"Phoenix, AZ",1002,15,5,1204,-6,,62,42,,,
6/4/2021,SkyWest Airlines Inc.,"Detroit, MI",1809,36,6,2322,36,,193,151,36,0,0
20-05-2021,Delta Air Lines Inc.,"Minneapolis, MN",1334,18,3,1825,-21,,171,150,,,
14-08-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",1429,10,5,1912,-22,,163,148,,,
4/7/2023,Alaska Airlines Inc.,"Los Angeles, CA",1938,17,36,2114,12,,96,43,,,
10/12/2022,Delta Air Lines Inc.,"St. Louis, MO",739,27,6,921,5,,102,69,,,
9/4/2020,American Airlines Inc.,"Norfolk, VA",2014,12,5,2336,-50,,142,125,,,
27-12-2019,SkyWest Airlines Inc.,"Fort Smith, AR",1635,16,4,1735,-11,,60,40,,,
24-12-2019,SkyWest Airlines Inc.,"Chicago, IL",544,41,8,601,-6,,77,28,,,
15-07-2020,SkyWest Airlines Inc.,"Brainerd, MN",1300,14,3,1343,-7,,43,26,,,
23-03-2020,Delta Air Lines Inc.,"Detroit, MI",2347,10,7,453,-27,,186,169,,,
15-06-2020,United Air Lines Inc.,"Newark, NJ",835,16,6,1638,-9,,303,281,,,
1/3/2019,Envoy Air,"Chicago, IL",556,29,38,738,18,,102,35,0,0,0
14-02-2023,Republic Airline,"Pittsburgh, PA",2104,18,5,2324,-11,,80,57,,,
28-04-2019,Alaska Airlines Inc.,"Juneau, AK",802,10,5,929,-11,,87,72,,,
28-08-2019,SkyWest Airlines Inc.,"Roswell, NM",855,26,5,928,-20,,93,62,,,
13-12-2019,Delta Air Lines Inc.,"Charlotte, NC",656,30,7,903,-1,,127,90,,,
18-07-2022,SkyWest Airlines Inc.,"Minneapolis, MN",1806,16,8,1933,232,,87,63,0,232,0
27-02-2023,Frontier Airlines Inc.,"Dallas/Fort Worth, TX",1200,16,12,1457,-8,,117,89,,,
2/4/2023,Hawaiian Airlines Inc.,"Kahului, HI",934,18,5,1219,4,,345,322,,,
28-11-2021,Southwest Airlines Co.,"Sarasota/Bradenton, FL",912,8,4,1244,-31,,152,140,,,
8/5/2019,Alaska Airlines Inc.,"Seattle, WA",654,26,21,1016,21,,202,155,0,0,0
10/3/2020,Delta Air Lines Inc.,"New York, NY",1539,17,7,1725,-14,,106,82,,,
3/3/2022,Southwest Airlines Co.,"Philadelphia, PA",1317,9,4,1551,-14,,94,81,,,
4/4/2022,Endeavor Air Inc.,"New York, NY",1635,12,9,1954,33,,139,118,24,0,9
17-03-2019,Southwest Airlines Co.,"Austin, TX",759,12,4,1316,-9,,197,181,,,
15-03-2019,Southwest Airlines Co.,"Houston, TX",656,16,2,759,-11,,63,45,,,
27-03-2023,Frontier Airlines Inc.,"Orlando, FL",2033,16,24,17,21,,164,124,0,0,10
16-09-2021,Horizon Air,"Pasco/Kennewick/Richland, WA",2256,11,7,2350,0,,54,36,,,
12/3/2020,Delta Air Lines Inc.,"Atlanta, GA",512,9,9,718,-11,,66,48,,,
23-04-2023,Delta Air Lines Inc.,"Fort Myers, FL",1218,12,4,1344,-16,,86,70,,,
24-06-2020,American Airlines Inc.,"West Palm Beach/Palm Beach, FL",1625,12,5,2000,-18,,155,138,,,
31-10-2021,Spirit Air Lines,"Newark, NJ",2152,13,8,2334,-8,,102,81,,,
14-03-2019,Spirit Air Lines,"New York, NY",602,11,10,739,-1,,97,76,,,
16-08-2021,Endeavor Air Inc.,"Detroit, MI",713,19,32,927,6,,134,83,,,
3/3/2023,Envoy Air,"Chicago, IL",643,10,9,828,-17,,105,86,,,
7/4/2023,United Air Lines Inc.,"Norfolk, VA",2226,11,4,2319,-9,,53,38,,,
3/6/2021,Horizon Air,"Seattle, WA",742,24,10,859,7,,137,103,,,
2/10/2022,Envoy Air,"Chicago, IL",612,11,20,725,0,,73,42,,,
26-07-2022,Endeavor Air Inc.,"Cincinnati, OH",1946,28,5,2154,30,,128,95,30,0,0
18-09-2021,SkyWest Airlines Inc.,"Los Angeles, CA",1529,11,13,1743,-8,,134,110,,,
25-05-2019,Southwest Airlines Co.,"Nashville, TN",812,11,4,916,-19,,124,109,,,
10/10/2019,Southwest Airlines Co.,"Nashville, TN",1335,6,5,1325,0,,50,39,,,
28-11-2022,American Airlines Inc.,"Nashville, TN",1057,10,7,1231,-22,,94,77,,,
16-11-2019,Delta Air Lines Inc.,"Atlanta, GA",1745,11,9,2031,-12,,106,86,,,
11/6/2021,American Airlines Inc.,"Dallas/Fort Worth, TX",1149,10,11,1354,-6,,185,164,,,
11/12/2019,United Air Lines Inc.,"Philadelphia, PA",2059,26,5,2351,-8,,112,81,,,
24-02-2023,Hawaiian Airlines Inc.,"Honolulu, HI",1642,9,10,1732,-1,,50,31,,,
21-03-2020,SkyWest Airlines Inc.,"Detroit, MI",1750,17,8,1911,-27,,81,56,,,
14-01-2019,Spirit Air Lines,"Orlando, FL",1827,30,6,2207,-12,,160,124,,,
5/6/2019,Delta Air Lines Inc.,"Huntsville, AL",1848,10,4,1835,-10,,47,33,,,
27-05-2023,American Airlines Inc.,"Dallas/Fort Worth, TX",1103,11,5,1157,-27,,54,38,,,
11/5/2021,Southwest Airlines Co.,"Las Vegas, NV",1231,10,11,1333,-12,,62,41,,,
14-02-2021,Southwest Airlines Co.,"Denver, CO",1104,7,5,1414,-11,,130,118,,,
15-07-2022,American Airlines Inc.,"Chicago, IL",1924,26,24,2116,106,,172,122,2,0,104
14-10-2019,Southwest Airlines Co.,"Chicago, IL",715,8,8,942,-3,,147,131,,,
1/11/2021,SkyWest Airlines Inc.,"Corpus Christi, TX",1804,14,5,1901,-23,,57,38,,,
19-09-2022,SkyWest Airlines Inc.,"Salt Lake City, UT",1744,15,5,1925,-13,,101,81,,,
13-12-2020,Delta Air Lines Inc.,"Detroit, MI",2253,11,7,539,-14,,226,208,,,
23-12-2022,Frontier Airlines Inc.,"Orlando, FL",1108,33,14,1411,17,,183,136,0,0,0
15-03-2019,Endeavor Air Inc.,"New York, NY",2018,15,18,2239,250,,141,108,0,0,0
16-06-2019,Alaska Airlines Inc.,"Anchorage, AK",2332,21,5,200,75,,208,182,0,0,75
10/10/2021,Southwest Airlines Co.,"Washington, DC",1308,7,3,1542,-3,,94,84,,,
21-12-2019,American Airlines Inc.,"Nashville, TN",2322,14,6,514,9,,232,212,,,
25-07-2019,Endeavor Air Inc.,"Atlanta, GA",1439,21,8,1658,-16,,79,50,,,
12/8/2020,Delta Air Lines Inc.,"Atlanta, GA",1655,17,5,2008,13,,133,111,,,
3/3/2022,PSA Airlines Inc.,"Charlotte, NC",505,21,8,554,-16,,49,20,,,
19-12-2021,Southwest Airlines Co.,"Atlanta, GA",1811,9,5,2053,-2,,102,88,,,
24-04-2019,Southwest Airlines Co.,"Houston, TX",1251,20,5,1606,-9,,255,230,,,
26-10-2022,Southwest Airlines Co.,"Denver, CO",1130,22,9,1504,-6,,154,123,,,
28-05-2023,American Airlines Inc.,"Dallas/Fort Worth, TX",1849,12,5,1937,-4,,48,31,,,
24-04-2019,Delta Air Lines Inc.,"Atlanta, GA",1535,13,6,1853,-22,,138,119,,,
6/5/2021,Allegiant Air,"Sanford, FL",2153,8,9,2319,1,,86,69,,,
18-02-2021,SkyWest Airlines Inc.,"Aspen, CO",1739,16,3,1856,-13,,137,118,,,
30-09-2019,American Airlines Inc.,"Phoenix, AZ",2123,16,5,2327,-25,,304,283,,,
13-04-2019,JetBlue Airways,"Raleigh/Durham, NC",826,21,3,1004,40,,98,74,40,0,0
20-12-2022,Southwest Airlines Co.,"Baltimore, MD",950,11,5,1146,26,,116,100,19,0,7
20-06-2021,JetBlue Airways,"New York, NY",1359,15,11,2220,15,,321,295,15,0,0
21-07-2023,PSA Airlines Inc.,"Dallas/Fort Worth, TX",1218,24,20,1400,-4,,102,58,,,
28-05-2020,American Airlines Inc.,"Los Angeles, CA",1729,21,5,1948,-51,,319,293,,,
26-08-2020,SkyWest Airlines Inc.,"Kansas City, MO",1359,15,7,1449,-17,,110,88,,,
26-06-2021,Delta Air Lines Inc.,"Los Angeles, CA",1618,16,6,1811,6,,293,271,,,
15-02-2019,United Air Lines Inc.,"Indianapolis, IN",1128,41,8,1845,-9,,257,208,,,
18-08-2021,Southwest Airlines Co.,"Chicago, IL",1917,10,29,2057,57,,160,121,0,0,42
29-12-2021,American Airlines Inc.,"Norfolk, VA",2242,18,3,46,13,,124,103,,,
13-08-2021,Republic Airline,"Providence, RI",,,,,,C,,,,,
21-05-2019,American Airlines Inc.,"Greer, SC",1101,10,9,1409,31,,128,109,0,9,22
13-04-2021,JetBlue Airways,"New York, NY",601,19,11,714,1,,73,43,,,
1/11/2022,Alaska Airlines Inc.,"Seattle, WA",1902,22,8,2126,-27,,324,294,,,
4/1/2021,American Airlines Inc.,"Chicago, IL",543,36,19,740,7,,117,62,,,
30-11-2021,Delta Air Lines Inc.,"Las Vegas, NV",2126,13,27,2253,-4,,207,167,,,
14-08-2023,Republic Airline,"Pittsburgh, PA",2057,23,5,2226,-13,,89,61,,,
16-12-2021,United Air Lines Inc.,"Los Angeles, CA",1014,26,9,1158,-1,,224,189,,,
1/5/2020,Southwest Airlines Co.,"Lubbock, TX",,,,,,D,,,,,
21-07-2023,American Airlines Inc.,"Philadelphia, PA",1550,12,7,1735,-13,,105,86,,,
18-09-2022,Alaska Airlines Inc.,"Ketchikan, AK",657,12,4,750,-19,,53,37,,,
8/9/2021,Endeavor Air Inc.,"Cincinnati, OH",1224,14,4,1330,-5,,66,48,,,
24-03-2021,Frontier Airlines Inc.,"Austin, TX",1519,14,11,1828,-5,,129,104,,,
12/2/2022,SkyWest Airlines Inc.,"Savannah, GA",955,46,6,1534,10,,219,167,,,
9/2/2019,ExpressJet Airlines LLC d/b/a aha!,"Houston, TX",635,5,8,843,-12,,128,115,,,
14-10-2019,Delta Air Lines Inc.,"Phoenix, AZ",1123,11,4,1227,7,,244,229,,,
4/12/2020,SkyWest Airlines Inc.,"Salt Lake City, UT",1539,12,9,1640,-9,,61,40,,,
31-03-2020,Envoy Air,"Chicago, IL",,,,,,D,,,,,
16-10-2021,PSA Airlines Inc.,"Washington, DC",558,13,6,727,-10,,89,70,,,
10/8/2022,Southwest Airlines Co.,"Chicago, IL",706,9,5,917,-3,,131,117,,,
12/8/2021,PSA Airlines Inc.,"Valparaiso, FL",1721,21,21,1813,18,,112,70,0,0,11
7/3/2020,Delta Air Lines Inc.,"New York, NY",554,12,6,659,-18,,65,47,,,
6/5/2023,JetBlue Airways,"Boston, MA",2030,19,4,57,596,,207,184,437,0,159
23-07-2021,SkyWest Airlines Inc.,"Las Vegas, NV",1800,15,6,1907,17,,67,46,0,0,17
