FL_DATE,AIRLINE,DEST_CITY,DEP_TIME,TAXI_OUT,TAXI_IN,ARR_TIME,ARR_DELAY,CANCELLATION_CODE,ELAPSED_TIME,AIR_TIME,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_LATE_AIRCRAFT
6/3/2019,Southwest Airlines Co.,"Washington, DC",2033,11,4,2205,-10,,92,77,,,
23-12-2022,SkyWest Airlines Inc.,"Palm Springs, CA",948,22,10,1127,0,,219,187,,,
16-04-2019,American Airlines Inc.,"Phoenix, AZ",657,12,30,855,0,,298,256,,,
15-03-2019,Southwest Airlines Co.,"Las Vegas, NV",1226,6,18,1436,1,,130,106,,,
21-08-2023,Endeavor Air Inc.,"New York, NY",835,12,6,1003,-20,,88,70,,,
6/1/2020,Frontier Airlines Inc.,"Detroit, MI",1858,20,10,145,-11,,227,197,,,
4/1/2023,Spirit Air Lines,"Orlando, FL",533,9,11,800,-14,,147,127,,,
14-10-2019,United Air Lines Inc.,"San Francisco, CA",2142,16,6,2344,0,,242,220,,,
13-04-2020,Southwest Airlines Co.,"Denver, CO",,,,,,D,,,,,
3/7/2021,JetBlue Airways,"Fort Lauderdale, FL",1306,15,11,2116,-7,,310,284,,,
25-05-2021,SkyWest Airlines Inc.,"Denver, CO",528,11,8,845,-13,,137,118,,,
11/7/2022,Delta Air Lines Inc.,"Portland, OR",1832,11,3,1949,-23,,197,183,,,
14-01-2020,American Airlines Inc.,"New York, NY",954,10,7,1102,-22,,68,51,,,
25-05-2019,Delta Air Lines Inc.,"Los Angeles, CA",1140,13,9,1330,-7,,230,208,,,
18-03-2019,SkyWest Airlines Inc.,"Spokane, WA",837,19,4,917,-22,,100,77,,,
27-07-2020,Southwest Airlines Co.,"Denver, CO",1952,7,7,2046,86,,174,160,0,86,0
21-04-2019,Delta Air Lines Inc.,"New Orleans, LA",1009,12,4,1233,-25,,144,128,,,
30-03-2021,Delta Air Lines Inc.,"New York, NY",1240,11,3,1605,-17,,145,131,,,
3/5/2021,Republic Airline,"Hilton Head, SC",1758,18,21,1918,162,,80,41,0,0,158
20-03-2019,SkyWest Airlines Inc.,"Minneapolis, MN",502,12,7,559,-20,,57,38,,,
22-11-2022,Hawaiian Airlines Inc.,"Honolulu, HI",1716,17,7,2040,-30,,324,300,,,
20-03-2019,Southwest Airlines Co.,"San Jose, CA",1445,23,2,1608,13,,83,58,,,
1/2/2020,JetBlue Airways,"Newark, NJ",1952,12,8,2058,-36,,66,46,,,
4/10/2021,Delta Air Lines Inc.,"Salt Lake City, UT",1006,23,5,1244,-5,,98,70,,,
5/3/2019,Southwest Airlines Co.,"Tulsa, OK",1048,12,4,1309,-16,,81,65,,,
14-07-2022,Southwest Airlines Co.,"San Jose, CA",622,17,48,823,23,,121,56,0,0,0
17-02-2020,Southwest Airlines Co.,"San Francisco, CA",1435,7,3,1525,10,,110,100,,,
22-03-2023,United Air Lines Inc.,"Seattle, WA",1547,17,7,1813,-19,,266,242,,,
12/8/2019,Southwest Airlines Co.,"Las Vegas, NV",2115,10,6,2236,-4,,81,65,,,
6/6/2023,American Airlines Inc.,"Jackson, WY",907,16,3,1047,-17,,160,141,,,
10/6/2022,United Air Lines Inc.,"Newark, NJ",1338,14,13,1618,33,,160,133,0,19,14
14-04-2022,Southwest Airlines Co.,"Las Vegas, NV",1808,13,4,1906,-9,,58,41,,,
29-12-2019,United Air Lines Inc.,"San Diego, CA",904,23,2,1037,-8,,93,68,,,
7/1/2019,Hawaiian Airlines Inc.,"Kona, HI",823,11,5,906,-11,,43,27,,,
5/1/2020,Spirit Air Lines,"Atlantic City, NJ",2144,12,4,6,33,,142,126,33,0,0
18-10-2022,American Airlines Inc.,"Dallas/Fort Worth, TX",518,14,9,740,13,,142,119,,,
14-07-2021,Southwest Airlines Co.,"Albuquerque, NM",1632,42,5,1932,102,,120,73,21,0,51
2/8/2020,American Airlines Inc.,"Washington, DC",1152,15,3,1325,-9,,93,75,,,
30-05-2022,Envoy Air,"Wichita, KS",1538,12,9,1729,24,,111,90,24,0,0
22-12-2019,Southwest Airlines Co.,"Orlando, FL",1421,25,12,2008,28,,227,190,6,0,0
16-01-2021,SkyWest Airlines Inc.,"Eugene, OR",1107,12,2,1202,-17,,115,101,,,
27-05-2021,Southwest Airlines Co.,"Louisville, KY",946,11,4,1621,6,,215,200,,,
9/10/2021,Mesa Airlines Inc.,"Houston, TX",1235,12,48,1834,-10,,239,179,,,
25-01-2021,American Airlines Inc.,"Dallas/Fort Worth, TX",821,15,9,1254,-34,,153,129,,,
18-08-2019,Southwest Airlines Co.,"Houston, TX",1737,9,4,1857,7,,80,67,,,
16-11-2020,Southwest Airlines Co.,"Dallas, TX",1108,10,3,1558,-12,,170,157,,,
27-02-2023,JetBlue Airways,"New York, NY",1027,17,5,1325,15,,118,96,0,0,0
18-03-2020,Spirit Air Lines,"Dallas/Fort Worth, TX",1835,15,11,2019,-22,,164,138,,,
17-08-2023,American Airlines Inc.,"Chicago, IL",1642,13,17,1929,-8,,167,137,,,
14-04-2019,JetBlue Airways,"New York, NY",2225,19,6,658,53,,333,308,0,0,51
3/8/2022,Southwest Airlines Co.,"Atlanta, GA",740,10,6,901,-19,,81,65,,,
14-06-2022,Endeavor Air Inc.,"Knoxville, TN",905,53,5,1140,19,,155,97,0,0,0
8/3/2020,Delta Air Lines Inc.,"Honolulu, HI",1130,12,5,1447,-46,,497,480,,,
29-07-2023,American Airlines Inc.,"Sioux Falls, SD",1026,15,5,1230,-12,,124,104,,,
12/1/2019,Alaska Airlines Inc.,"Anchorage, AK",1936,15,5,2156,-24,,200,180,,,
29-08-2023,United Air Lines Inc.,"Portland, OR",2055,21,4,2246,2,,171,146,,,
9/4/2022,United Air Lines Inc.,"Houston, TX",1354,10,6,1934,34,,220,204,0,0,34
4/11/2021,Alaska Airlines Inc.,"Seattle, WA",1455,15,22,1706,1,,251,214,,,
25-01-2021,Southwest Airlines Co.,"Fort Lauderdale, FL",1228,7,4,1534,-6,,186,175,,,
20-08-2021,SkyWest Airlines Inc.,"San Francisco, CA",1901,15,3,2025,-10,,84,66,,,
25-07-2022,Alaska Airlines Inc.,"Seattle, WA",1936,22,19,2234,7,,178,137,,,
23-08-2020,Envoy Air,"Little Rock, AR",2025,10,5,2132,-13,,67,52,,,
15-03-2021,United Air Lines Inc.,"Chicago, IL",2334,14,10,536,-16,,242,218,,,
21-05-2020,PSA Airlines Inc.,"Charlotte, NC",1139,8,8,1244,29,,65,49,0,0,29
30-10-2021,SkyWest Airlines Inc.,"Seattle, WA",1800,11,7,1900,15,,60,42,0,15,0
3/3/2020,JetBlue Airways,"New York, NY",1543,12,2,1830,-13,,167,153,,,
26-04-2023,United Air Lines Inc.,"Fort Lauderdale, FL",924,12,3,1204,9,,160,145,,,
1/11/2019,Endeavor Air Inc.,"Atlanta, GA",712,68,5,1035,28,,143,70,0,0,0
19-04-2021,American Airlines Inc.,"Charlotte, NC",616,13,6,820,-4,,124,105,,,
31-12-2021,Delta Air Lines Inc.,"Austin, TX",857,12,6,1022,-5,,145,127,,,
4/10/2021,Envoy Air,"Phoenix, AZ",715,10,3,658,-15,,103,90,,,
15-03-2019,Frontier Airlines Inc.,"Raleigh/Durham, NC",2007,11,12,2139,89,,92,69,8,0,79
20-09-2021,American Airlines Inc.,"Dallas/Fort Worth, TX",556,11,6,656,-17,,60,43,,,
17-07-2022,PSA Airlines Inc.,"Charlotte, NC",1800,11,12,2056,79,,116,93,34,0,45
23-04-2022,United Air Lines Inc.,"Milwaukee, WI",1735,12,4,2037,-20,,122,106,,,
5/12/2021,Southwest Airlines Co.,"Tucson, AZ",900,9,3,1022,-18,,142,130,,,
24-11-2022,Delta Air Lines Inc.,"Detroit, MI",1207,15,8,1907,-12,,240,217,,,
22-11-2022,SkyWest Airlines Inc.,"Sacramento, CA",1952,10,4,2109,-12,,77,63,,,
2/8/2020,PSA Airlines Inc.,"Charlotte, NC",617,14,11,805,-8,,108,83,,,
13-03-2021,Delta Air Lines Inc.,"Seattle, WA",1627,15,5,1828,3,,301,281,,,
24-02-2022,Delta Air Lines Inc.,"Seattle, WA",555,22,10,1033,-4,,218,186,,,
25-01-2020,Endeavor Air Inc.,"Columbus, OH",836,16,4,1123,-17,,107,87,,,
19-02-2022,Delta Air Lines Inc.,"Phoenix, AZ",1547,14,4,1753,-10,,246,228,,,
20-03-2022,United Air Lines Inc.,"Fort Myers, FL",746,14,5,1308,-18,,202,183,,,
12/9/2021,United Air Lines Inc.,"Chicago, IL",553,14,9,610,-23,,77,54,,,
31-10-2022,Endeavor Air Inc.,"New York, NY",524,9,10,643,-17,,79,60,,,
7/6/2021,Southwest Airlines Co.,"Long Beach, CA",2014,11,4,2128,8,,74,59,,,
18-03-2019,Delta Air Lines Inc.,"Los Angeles, CA",926,14,12,1020,-19,,114,88,,,
6/2/2019,Southwest Airlines Co.,"Nashville, TN",1807,9,7,2004,-6,,117,101,,,
5/3/2021,SkyWest Airlines Inc.,"Detroit, MI",1729,12,14,1945,-10,,76,50,,,
9/2/2020,Frontier Airlines Inc.,"Buffalo, NY",1731,14,10,2007,33,,156,132,0,0,33
16-10-2022,PSA Airlines Inc.,"Charlotte, NC",2004,16,27,2154,6,,110,67,,,
25-07-2019,PSA Airlines Inc.,"Providence, RI",1252,14,3,1403,-15,,71,54,,,
15-03-2020,American Airlines Inc.,"Philadelphia, PA",,,,,,D,,,,,
28-07-2022,Spirit Air Lines,"Pittsburgh, PA",1049,11,12,1207,-15,,78,55,,,
23-01-2022,PSA Airlines Inc.,"Nashville, TN",1552,14,29,1717,-2,,145,102,,,
23-04-2020,Southwest Airlines Co.,"Fort Lauderdale, FL",1131,16,5,1422,2,,171,150,,,
8/6/2022,Delta Air Lines Inc.,"Birmingham, AL",1454,12,3,1442,-7,,48,33,,,
10/8/2022,Republic Airline,"Cleveland, OH",1003,26,5,1224,4,,81,50,,,
21-01-2020,Hawaiian Airlines Inc.,"Kona, HI",745,13,5,830,-10,,45,27,,,
28-11-2020,SkyWest Airlines Inc.,"Los Angeles, CA",1221,11,6,1334,-22,,73,56,,,
19-03-2019,Southwest Airlines Co.,"Baltimore, MD",2109,9,3,2335,-20,,86,74,,,
12/7/2020,Republic Airline,"Newark, NJ",759,9,7,912,-19,,73,57,,,
21-02-2019,United Air Lines Inc.,"Newark, NJ",855,13,9,1010,-18,,75,53,,,
14-05-2019,Alaska Airlines Inc.,"Seattle, WA",827,11,10,1028,-12,,121,100,,,
11/6/2021,Southwest Airlines Co.,"Phoenix, AZ",1416,12,4,1525,-5,,69,53,,,
26-07-2020,SkyWest Airlines Inc.,"Los Angeles, CA",1330,13,5,1512,-21,,162,144,,,
11/4/2019,Delta Air Lines Inc.,"Kansas City, MO",,,,,,A,,,,,
9/5/2019,Endeavor Air Inc.,"Des Moines, IA",1109,18,3,1212,-11,,63,42,,,
27-01-2022,Horizon Air,"Seattle, WA",900,18,7,951,1,,111,86,,,
2/9/2022,American Airlines Inc.,"Miami, FL",554,16,7,848,-15,,174,151,,,
22-11-2021,SkyWest Airlines Inc.,"Detroit, MI",1023,17,6,1314,-1,,111,88,,,
21-07-2023,United Air Lines Inc.,"Seattle, WA",1615,17,9,1805,-9,,170,144,,,
17-05-2021,Southwest Airlines Co.,"Colorado Springs, CO",1125,9,6,1416,1,,111,96,,,
6/4/2022,SkyWest Airlines Inc.,"Portland, OR",1008,14,3,1225,-11,,137,120,,,
16-03-2020,Alaska Airlines Inc.,"Fairbanks, AK",1132,12,3,1253,8,,81,66,,,
13-10-2019,Envoy Air,"Chicago, IL",944,11,15,1038,-16,,54,28,,,
5/6/2023,SkyWest Airlines Inc.,"Minot, ND",1948,21,5,2120,-10,,92,66,,,
23-04-2023,Spirit Air Lines,"Baltimore, MD",1324,12,4,1459,2,,95,79,,,
29-04-2022,PSA Airlines Inc.,"Dayton, OH",1613,28,6,1751,-1,,98,64,,,
12/11/2019,Alaska Airlines Inc.,"Seattle, WA",1524,20,28,1750,26,,326,278,9,0,0
4/1/2023,Delta Air Lines Inc.,"Austin, TX",825,67,5,1154,86,,209,137,55,0,0
20-01-2021,Spirit Air Lines,"Detroit, MI",1904,12,9,2141,-2,,157,136,,,
12/4/2020,Southwest Airlines Co.,"Spokane, WA",,,,,,D,,,,,
26-07-2023,Delta Air Lines Inc.,"Detroit, MI",1238,17,5,1402,0,,84,62,,,
28-08-2019,Southwest Airlines Co.,"Omaha, NE",1544,17,3,1713,43,,89,69,39,0,0
27-10-2021,American Airlines Inc.,"Dallas/Fort Worth, TX",744,12,17,953,-5,,189,160,,,
11/12/2021,Delta Air Lines Inc.,"Columbus, OH",1122,15,7,1251,-1,,89,67,,,
4/5/2023,United Air Lines Inc.,"Newark, NJ",1043,49,14,1419,18,,216,153,0,0,0
22-08-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",1634,17,12,1751,-14,,137,108,,,
11/7/2023,United Air Lines Inc.,"San Antonio, TX",1841,10,2,2127,42,,106,94,10,0,32
26-07-2019,Southwest Airlines Co.,"Burbank, CA",1044,9,3,1145,-25,,61,49,,,
22-08-2023,Delta Air Lines Inc.,"Boise, ID",2253,20,6,2,-12,,69,43,,,
3/2/2019,Delta Air Lines Inc.,"Atlanta, GA",1056,21,9,1739,-8,,223,193,,,
20-07-2019,Delta Air Lines Inc.,"Austin, TX",955,15,9,1331,-11,,156,132,,,
27-06-2022,Envoy Air,"Chicago, IL",1043,12,9,1151,-18,,68,47,,,
19-06-2022,Delta Air Lines Inc.,"Anchorage, AK",,,,,,A,,,,,
22-01-2021,Envoy Air,"Champaign/Urbana, IL",1231,21,4,1422,-23,,111,86,,,
16-09-2022,Endeavor Air Inc.,"New York, NY",916,27,8,1047,-6,,91,56,,,
15-12-2019,Delta Air Lines Inc.,"San Francisco, CA",1213,15,6,1559,42,,406,385,42,0,0
10/1/2020,Envoy Air,"Chicago, IL",1027,14,23,1106,-6,,99,62,,,
3/5/2019,Delta Air Lines Inc.,"Fort Lauderdale, FL",1150,19,4,1400,23,,130,107,23,0,0
30-06-2021,PSA Airlines Inc.,"Washington, DC",1153,12,7,1246,-11,,53,34,,,
1/6/2023,SkyWest Airlines Inc.,"Eagle, CO",1550,26,5,1644,276,,54,23,0,276,0
31-07-2021,Southwest Airlines Co.,"Phoenix, AZ",1622,10,9,1737,22,,75,56,7,0,15
4/3/2023,Southwest Airlines Co.,"Houston, TX",859,15,4,1221,6,,142,123,,,
27-08-2023,Alaska Airlines Inc.,"Austin, TX",1717,19,8,2245,-20,,208,181,,,
24-06-2021,United Air Lines Inc.,"Las Vegas, NV",2055,12,7,2141,62,,106,87,29,0,33
15-03-2021,SkyWest Airlines Inc.,"Salt Lake City, UT",556,18,20,858,0,,122,84,,,
14-10-2022,Frontier Airlines Inc.,"San Diego, CA",2022,18,4,2140,-8,,198,176,,,
13-06-2021,Endeavor Air Inc.,"Dayton, OH",2124,16,5,2224,7,,60,39,,,
5/4/2019,United Air Lines Inc.,"Seattle, WA",923,17,6,1109,-13,,166,143,,,
11/10/2022,Southwest Airlines Co.,"Denver, CO",1422,8,22,1545,10,,83,53,,,
4/11/2019,American Airlines Inc.,"Dallas/Fort Worth, TX",816,22,24,1117,1,,241,195,,,
9/6/2023,Republic Airline,"Louisville, KY",1145,12,24,1356,-12,,131,95,,,
2/7/2019,SkyWest Airlines Inc.,"Los Angeles, CA",610,14,22,732,-2,,202,166,,,
18-03-2020,Southwest Airlines Co.,"Denver, CO",1854,9,7,2103,-17,,249,233,,,
21-03-2022,Delta Air Lines Inc.,"Los Angeles, CA",1224,23,51,2143,63,,379,305,0,0,0
26-01-2020,Endeavor Air Inc.,"Atlanta, GA",1438,15,10,1659,-14,,81,56,,,
7/2/2023,Republic Airline,"Fayetteville, AR",1945,14,8,2141,-15,,176,154,,,
26-03-2022,Horizon Air,"Fairbanks, AK",,,,,,A,,,,,
22-04-2023,SkyWest Airlines Inc.,"Detroit, MI",1707,8,7,1912,-21,,65,50,,,
31-12-2022,Delta Air Lines Inc.,"Atlanta, GA",557,13,9,740,-9,,103,81,,,
12/11/2022,Delta Air Lines Inc.,"Seattle, WA",554,19,6,807,-42,,253,228,,,
13-04-2022,American Airlines Inc.,"Los Angeles, CA",559,16,6,910,-10,,371,349,,,
14-03-2021,Southwest Airlines Co.,"Austin, TX",909,14,3,1421,16,,192,175,16,0,0
6/1/2023,SkyWest Airlines Inc.,"San Francisco, CA",1719,23,10,1854,64,,155,122,0,0,0
